ts,co2_iaq1,temperature_iaq1,humidity_iaq1,light_level_iaq1,pir_iaq1,co2_iaq2,temperature_iaq2,humidity_iaq2,light_level_iaq2,pir_iaq2,co2_avg,temperature_avg,humidity_avg,light_level_avg,pir_any,available_iaq_sensors,desk_1,desk_2,desk_3,desk_4,desk_5,desk_6,desk_7,desk_8,desk_9,desk_10,desk_11,desk_12,desk_13,desk_14,desk_15,desk_16,desk_17,desk_18,desk_19,desk_20,desk_21,desk_22,desk_23,desk_24,desk_25,desk_26,desk_27,desk_28,desk_29,desk_30,desk_31,desk_32,occupied_desks,free_desks,occupancy_rate,any_desk_occupied,mc_1,mc_2,mc_3,mc_4,open_windows,open_windows_binary
2025-09-02 01:00:00,518.0,29.3,43.0,0.0,0.0,510.0,29.1,43.5,0.0,0.0,514.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 01:10:00,517.0,29.3,43.0,0.0,0.0,509.0,29.1,43.5,0.0,0.0,513.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 01:20:00,516.0,29.3,43.0,0.0,0.0,508.0,29.1,43.0,0.0,0.0,512.0,29.200000000000003,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 01:30:00,515.0,29.3,43.0,0.0,0.0,507.0,29.1,43.5,0.0,0.0,511.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 01:40:00,514.0,29.3,43.0,0.0,0.0,504.0,29.1,43.5,0.0,0.0,509.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 01:50:00,512.0,29.3,43.0,0.0,0.0,504.0,29.1,43.5,0.0,0.0,508.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:00:00,511.0,29.3,43.0,0.0,0.0,504.0,29.1,43.5,0.0,0.0,507.5,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:10:00,511.0,29.3,43.0,0.0,0.0,504.0,29.0,43.5,0.0,0.0,507.5,29.15,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:20:00,511.0,29.3,43.0,0.0,0.0,503.0,29.1,43.5,0.0,0.0,507.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:30:00,509.0,29.3,43.0,0.0,0.0,501.0,29.1,43.5,0.0,0.0,505.0,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:40:00,509.0,29.3,43.0,0.0,0.0,500.0,29.0,43.5,0.0,0.0,504.5,29.15,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 02:50:00,507.0,29.3,43.0,0.0,0.0,498.0,29.0,43.5,0.0,0.0,502.5,29.15,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:00:00,505.0,29.3,43.0,0.0,0.0,496.0,29.1,43.5,0.0,0.0,500.5,29.200000000000003,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:10:00,502.0,29.3,43.0,0.0,0.0,494.0,29.0,43.5,0.0,0.0,498.0,29.15,43.25,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:20:00,501.0,29.3,43.0,0.0,0.0,492.0,29.1,43.0,0.0,0.0,496.5,29.200000000000003,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:30:00,500.0,29.3,43.0,0.0,0.0,490.0,29.0,43.0,0.0,0.0,495.0,29.15,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:40:00,499.0,29.3,43.0,0.0,0.0,489.0,29.0,43.0,0.0,0.0,494.0,29.15,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 03:50:00,499.0,29.3,43.0,0.0,0.0,487.0,29.0,43.0,0.0,0.0,493.0,29.15,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 04:00:00,498.0,29.3,43.0,0.0,0.0,486.0,29.0,43.0,0.0,0.0,492.0,29.15,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
2025-09-02 04:10:00,497.0,29.3,43.0,0.0,0.0,485.0,29.0,43.0,0.0,0.0,491.0,29.15,43.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0,1,0,0,0,1,1
